"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W34","Nordjylland","Number","Total","90 years or over","26"
"2020W35","Nordjylland","Number","Total","90 years or over","13"
"2020W36","Nordjylland","Number","Total","90 years or over","21"
"2020W37","Nordjylland","Number","Total","90 years or over","20"
"2020W38","Nordjylland","Number","Total","90 years or over","22"
"2020W39","Nordjylland","Number","Total","90 years or over","4"
"2020W40","Nordjylland","Number","Total","90 years or over","22"
"2020W41","Nordjylland","Number","Total","90 years or over",":"
"2020W99","Nordjylland","Number","Total","90 years or over",":"
"2020W28","Nordjylland","Number","Total","90 years or over","24"
"2020W29","Nordjylland","Number","Total","90 years or over","29"
"2020W30","Nordjylland","Number","Total","90 years or over","15"
"2020W31","Nordjylland","Number","Total","90 years or over","31"
"2020W32","Nordjylland","Number","Total","90 years or over","22"
"2020W33","Nordjylland","Number","Total","90 years or over","23"
"2020W34","Nordjylland","Number","Total","90 years or over","26"
"2020W35","Nordjylland","Number","Total","90 years or over","13"
"2020W36","Nordjylland","Number","Total","90 years or over","21"
"2020W37","Nordjylland","Number","Total","90 years or over","20"
"2020W38","Nordjylland","Number","Total","90 years or over","22"
"2020W39","Nordjylland","Number","Total","90 years or over","4"
"2020W40","Nordjylland","Number","Total","90 years or over","22"
"2020W41","Nordjylland","Number","Total","90 years or over",":"
"2020W99","Nordjylland","Number","Total","90 years or over",":"
"2020W28","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,191"
"2020W29","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,166"
"2020W30","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,315"
"2020W31","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,518"
"2020W32","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,556"
"2020W33","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,918"
"2020W34","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,556"
"2020W35","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,436"
"2020W36","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,231"
"2020W37","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","3,274"
"2020W38","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over",":"
"2020W39","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over",":"
"2020W40","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over",":"
"2020W41","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over",":"
"2020W99","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over",":"
"2020W28","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W29","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W30","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W31","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W32","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W33","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W34","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W35","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W36","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W37","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W38","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W39","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W40","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W41","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W99","Baden-Württemberg","Number","Total","90 years or over",":"
"2020W28","Bayern","Number","Total","90 years or over",":"
"2020W29","Bayern","Number","Total","90 years or over",":"
"2020W30","Bayern","Number","Total","90 years or over",":"
"2020W31","Bayern","Number","Total","90 years or over",":"
"2020W32","Bayern","Number","Total","90 years or over",":"
"2020W33","Bayern","Number","Total","90 years or over",":"
"2020W34","Bayern","Number","Total","90 years or over",":"
"2020W35","Bayern","Number","Total","90 years or over",":"
"2020W36","Bayern","Number","Total","90 years or over",":"
"2020W37","Bayern","Number","Total","90 years or over",":"
"2020W38","Bayern","Number","Total","90 years or over",":"
"2020W39","Bayern","Number","Total","90 years or over",":"
"2020W40","Bayern","Number","Total","90 years or over",":"
"2020W41","Bayern","Number","Total","90 years or over",":"
"2020W99","Bayern","Number","Total","90 years or over",":"
"2020W28","Berlin","Number","Total","90 years or over",":"
"2020W29","Berlin","Number","Total","90 years or over",":"
"2020W30","Berlin","Number","Total","90 years or over",":"
"2020W31","Berlin","Number","Total","90 years or over",":"
"2020W32","Berlin","Number","Total","90 years or over",":"
"2020W33","Berlin","Number","Total","90 years or over",":"
"2020W34","Berlin","Number","Total","90 years or over",":"
"2020W35","Berlin","Number","Total","90 years or over",":"
"2020W36","Berlin","Number","Total","90 years or over",":"
"2020W37","Berlin","Number","Total","90 years or over",":"
"2020W38","Berlin","Number","Total","90 years or over",":"
"2020W39","Berlin","Number","Total","90 years or over",":"
"2020W40","Berlin","Number","Total","90 years or over",":"
"2020W41","Berlin","Number","Total","90 years or over",":"
"2020W99","Berlin","Number","Total","90 years or over",":"
"2020W28","Brandenburg","Number","Total","90 years or over",":"
"2020W29","Brandenburg","Number","Total","90 years or over",":"
"2020W30","Brandenburg","Number","Total","90 years or over",":"
"2020W31","Brandenburg","Number","Total","90 years or over",":"
"2020W32","Brandenburg","Number","Total","90 years or over",":"
"2020W33","Brandenburg","Number","Total","90 years or over",":"
"2020W34","Brandenburg","Number","Total","90 years or over",":"
"2020W35","Brandenburg","Number","Total","90 years or over",":"
"2020W36","Brandenburg","Number","Total","90 years or over",":"
"2020W37","Brandenburg","Number","Total","90 years or over",":"
"2020W38","Brandenburg","Number","Total","90 years or over",":"
"2020W39","Brandenburg","Number","Total","90 years or over",":"
"2020W40","Brandenburg","Number","Total","90 years or over",":"
"2020W41","Brandenburg","Number","Total","90 years or over",":"
"2020W99","Brandenburg","Number","Total","90 years or over",":"
"2020W28","Bremen","Number","Total","90 years or over",":"
"2020W29","Bremen","Number","Total","90 years or over",":"
"2020W30","Bremen","Number","Total","90 years or over",":"
"2020W31","Bremen","Number","Total","90 years or over",":"
"2020W32","Bremen","Number","Total","90 years or over",":"
"2020W33","Bremen","Number","Total","90 years or over",":"
"2020W34","Bremen","Number","Total","90 years or over",":"
"2020W35","Bremen","Number","Total","90 years or over",":"
"2020W36","Bremen","Number","Total","90 years or over",":"
"2020W37","Bremen","Number","Total","90 years or over",":"
"2020W38","Bremen","Number","Total","90 years or over",":"
"2020W39","Bremen","Number","Total","90 years or over",":"
"2020W40","Bremen","Number","Total","90 years or over",":"
"2020W41","Bremen","Number","Total","90 years or over",":"
"2020W99","Bremen","Number","Total","90 years or over",":"
"2020W28","Hamburg","Number","Total","90 years or over",":"
"2020W29","Hamburg","Number","Total","90 years or over",":"
"2020W30","Hamburg","Number","Total","90 years or over",":"
"2020W31","Hamburg","Number","Total","90 years or over",":"
"2020W32","Hamburg","Number","Total","90 years or over",":"
"2020W33","Hamburg","Number","Total","90 years or over",":"
"2020W34","Hamburg","Number","Total","90 years or over",":"
"2020W35","Hamburg","Number","Total","90 years or over",":"
"2020W36","Hamburg","Number","Total","90 years or over",":"
"2020W37","Hamburg","Number","Total","90 years or over",":"
"2020W38","Hamburg","Number","Total","90 years or over",":"
"2020W39","Hamburg","Number","Total","90 years or over",":"
"2020W40","Hamburg","Number","Total","90 years or over",":"
"2020W41","Hamburg","Number","Total","90 years or over",":"
"2020W99","Hamburg","Number","Total","90 years or over",":"
"2020W28","Hessen","Number","Total","90 years or over",":"
"2020W29","Hessen","Number","Total","90 years or over",":"
"2020W30","Hessen","Number","Total","90 years or over",":"
"2020W31","Hessen","Number","Total","90 years or over",":"
"2020W32","Hessen","Number","Total","90 years or over",":"
"2020W33","Hessen","Number","Total","90 years or over",":"
"2020W34","Hessen","Number","Total","90 years or over",":"
"2020W35","Hessen","Number","Total","90 years or over",":"
"2020W36","Hessen","Number","Total","90 years or over",":"
"2020W37","Hessen","Number","Total","90 years or over",":"
"2020W38","Hessen","Number","Total","90 years or over",":"
"2020W39","Hessen","Number","Total","90 years or over",":"
"2020W40","Hessen","Number","Total","90 years or over",":"
"2020W41","Hessen","Number","Total","90 years or over",":"
"2020W99","Hessen","Number","Total","90 years or over",":"
"2020W28","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W29","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W30","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W31","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W32","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W33","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W34","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W35","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W36","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W37","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W38","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W39","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W40","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W41","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W99","Mecklenburg-Vorpommern","Number","Total","90 years or over",":"
"2020W28","Niedersachsen","Number","Total","90 years or over",":"
"2020W29","Niedersachsen","Number","Total","90 years or over",":"
"2020W30","Niedersachsen","Number","Total","90 years or over",":"
"2020W31","Niedersachsen","Number","Total","90 years or over",":"
"2020W32","Niedersachsen","Number","Total","90 years or over",":"
"2020W33","Niedersachsen","Number","Total","90 years or over",":"
"2020W34","Niedersachsen","Number","Total","90 years or over",":"
"2020W35","Niedersachsen","Number","Total","90 years or over",":"
"2020W36","Niedersachsen","Number","Total","90 years or over",":"
"2020W37","Niedersachsen","Number","Total","90 years or over",":"
"2020W38","Niedersachsen","Number","Total","90 years or over",":"
"2020W39","Niedersachsen","Number","Total","90 years or over",":"
"2020W40","Niedersachsen","Number","Total","90 years or over",":"
"2020W41","Niedersachsen","Number","Total","90 years or over",":"
"2020W99","Niedersachsen","Number","Total","90 years or over",":"
"2020W28","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W29","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W30","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W31","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W32","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W33","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W34","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W35","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W36","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W37","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W38","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W39","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W40","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W41","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W99","Nordrhein-Westfalen","Number","Total","90 years or over",":"
"2020W28","Rheinland-Pfalz","Number","Total","90 years or over",":"
"2020W29","Rheinland-Pfalz","Number","Total","90 years or over",":"
